CourseCodes
COMP 248
COMP 232
ENGR 201
ENGR 213
COMP 249
ENGR 233
SOEN 228
SOEN 287
COMP 348
COMP 352
ENCS 282
ENGR 202
COMP 346
ELEC 275
ENGR 371
SOEN 331
SOEN 341
COMP 335
SOEN 342
SOEN 384
ENGR 391
SOEN 344
SOEN 355
SOEN 390
SOEN 490
ENGR 301
SOEN 321
SOEN 385
ENGR 392
